CustomerDetail,Comment,CommentClass,ProductID,Comment_en,CommentClass_en,labels,tokens,clean_comment
**** ****|25 Ağustos 2019|LAV satıcısından alındı.,Paketleme güzeldi tek tek sarılmıştı kırık çizik yoktu 👍 Uzun olan bardakların dip kısmı yamuk biraz entersan geldi 🤔 en kucuk boy olanlar magnolia v.b tatli yapmaya uygun görünüyor deniyeceğim 😄,['iyipaketleme'],28,Packaging was nice one by one hugged broken scratch there was no fracture scratches 👍 The bottom of the cups came a little trapezoid a little entersan 🤔 The most small -sized ones Magnolia etc.,['good -up'],['good -up'],"['packaging', 'nice', 'one', 'one', 'hugged', 'broken', 'scratch', 'fracture', 'scratch', 'bottom', 'cup', 'came', 'little', 'trapezoid', 'little', 'entersan', 'small', 'sized', 'one', 'magnolia', 'etc']",packaging nice one one hugged broken scratch fracture scratch bottom cup came little trapezoid little entersan small sized one magnolia etc
**** ****|2 Mart 2020|LAV satıcısından alındı.,"Küçük olan şerbet ya da kahve yanı için, orta boyu su bardağı olarak büyük olanlar da meşrubat bardağı olarak ideal bence çok beğendim. Paketlemesi de gayet iyiydi.",['iyipaketleme'],28,"For the small sherbet or coffee as well as the mid -sized cup of water, I think the ideal as the soft drink cup. The packaging was also fine.",['good -up'],['good -up'],"['small', 'sherbet', 'coffee', 'well', 'mid', 'sized', 'cup', 'water', 'think', 'ideal', 'soft', 'drink', 'cup', 'packaging', 'also', 'fine']",small sherbet coffee well mid sized cup water think ideal soft drink cup packaging also fine
seyhan yıldız|24 Haziran 2021|ASSAN SHOP satıcısından alındı.,çok güzel paketlenmiş teker teker sarılmış 1takim daha sipariş vereceğim,['iyipaketleme'],28,"Very beautifully packaged one by one, I will order 1 more",['good -up'],['good -up'],"['beautifully', 'packaged', 'one', 'one', 'order']",beautifully packaged one one order
**** ****|21 Haziran 2021|Liva satıcısından alındı.,Hızlı elime ulaştı ve paketleme güzeldi. Memnun kaldım,"['iyipaketleme','ürüngüzel','hızlıteslimat']",28,I got my quick hand and the packaging was nice. I was satisfied,"['good -up', 'Product', 'Speedeslimat']","['good -up', 'Product', 'Speedeslimat']","['got', 'quick', 'hand', 'packaging', 'nice', 'satisfied']",got quick hand packaging nice satisfied
e** t** p**|18 Haziran 2021|Liva satıcısından alındı.,paketleme iyi hiçbir sıkıntısı yoktu bardaklar şık duruyor,"['iyipaketleme','şıkduruyor']",28,"Packaging did not have any good problems, glasses look stylish","['good -up', 'makes it stylish']","['good -up', 'makes it stylish']","['packaging', 'good', 'problem', 'glass', 'look', 'stylish']",packaging good problem glass look stylish
**** ****|13 Haziran 2021|Liva satıcısından alındı.,çok güzel paketlenmiş elime hasarsız ulaştı çok da şıklar,['iyipaketleme'],28,very well packaged in my hand has reached without damage.,['good -up'],['good -up'],"['well', 'packaged', 'hand', 'reached', 'without', 'damage']",well packaged hand reached without damage
İ** İ**|13 Haziran 2021|Kasımoğlu züccaciye Aş satıcısından alındı.,ürün güzel paketlenmis eksiksiksiz aldım. fakat kargo sıkıntılı takip gerektiriyor,"['iyipaketleme','ürüngüzel']",28,I bought the product beautifully packaged without missing. But cargo requires troubled follow -up,"['good -up', 'Product']","['good -up', 'Product']","['bought', 'product', 'beautifully', 'packaged', 'without', 'missing', 'cargo', 'requires', 'troubled', 'follow']",bought product beautifully packaged without missing cargo requires troubled follow
e** d**-Elite Üye|9 Haziran 2021|Liva satıcısından alındı.,özenli paketleme için teşekkür ederim günlük kullanım için çok güzeller,"['iyipaketleme','günlükkullanım']",28,"Thank you for careful packaging, they are very beautiful for daily use","['good -up', 'Daily Office']","['good -up', 'Daily Office']","['thank', 'careful', 'packaging', 'beautiful', 'daily', 'use']",thank careful packaging beautiful daily use
D** Ç**|4 Haziran 2021|ALDINALDIN satıcısından alındı.,indirimde 50 TL ye almistim guzel paketlenmisti,['iyipaketleme'],28,"I bought it for 50 TL on sale, it was beautifully packaged",['good -up'],['good -up'],"['bought', 'sale', 'beautifully', 'packaged']",bought sale beautifully packaged
E** Ç**|2 Haziran 2021|Kasımoğlu züccaciye Aş satıcısından alındı.,Çok özenli bir paketleme yapılmış.Bardaklar zaten çok güzel.Tavsiye ederim,['iyipaketleme'],28,A very attentive packaging has been made.,['good -up'],['good -up'],"['attentive', 'packaging', 'made']",attentive packaging made
A** K**|31 Mayıs 2021|Liva satıcısından alındı.,harika paketleme ve hızlı gönderi için teşekkürler,"['iyipaketleme','hızlıteslimat']",28,Thank you for great packaging and fast shipment,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['thank', 'great', 'packaging', 'fast', 'shipment']",thank great packaging fast shipment
Mehmet Guler|28 Mayıs 2021|Liva satıcısından alındı.,Paketleme güzel yapılmış hasarsız elime ulaştı çok şık günlük kullanım icin cok ideal. Teşekkürler,['iyipaketleme'],28,Packaging is beautifully made of damaged damaged hand. Thanks,['good -up'],['good -up'],"['packaging', 'beautifully', 'made', 'damaged', 'damaged', 'hand', 'thanks']",packaging beautifully made damaged damaged hand thanks
**** ****|27 Mayıs 2021|Turuncu Elma satıcısından alındı.,çok beyendim güzel paketlenmiş yanlız ben aldıktan sonra daha da indirime girmiş üzüldüm,['iyipaketleme'],28,"I was very nicely packed, I was sorry that I was even more reduced after I bought it",['good -up'],['good -up'],"['nicely', 'packed', 'sorry', 'even', 'reduced', 'bought']",nicely packed sorry even reduced bought
şebnem Kurt kabadayi-Elite Üye|27 Mayıs 2021|Liva satıcısından alındı.,Her zaman harika ıyı paketleme bu ikinci alışım,['iyipaketleme'],28,Always great good packaging this second buy,['good -up'],['good -up'],"['always', 'great', 'good', 'packaging', 'second', 'buy']",always great good packaging second buy
D** a**|26 Mayıs 2021|Kasımoğlu züccaciye Aş satıcısından alındı.,paketleme çok iyi yapılmış çok teşekkürler,['iyipaketleme'],28,Packaging made very well thanks a lot,['good -up'],['good -up'],"['packaging', 'made', 'well', 'thanks', 'lot']",packaging made well thanks lot
Deniz Ortafidan|26 Mayıs 2021|Erder HOM satıcısından alındı.,Ürün biraz geç geldi ama güzel paketlenmiş teşekkür ederim,['iyipaketleme'],28,The product has come a little late but it is well packaged thank you,['good -up'],['good -up'],"['product', 'come', 'little', 'late', 'well', 'packaged', 'thank']",product come little late well packaged thank
**** ****|25 Mayıs 2021|Kasımoğlu züccaciye Aş satıcısından alındı.,Çok güzel paketlenmiş 🙏🏻almanızı tavsiye ederim...,['iyipaketleme'],28,Very well packaged 🙏🏻 I recommend you to have it ...,['good -up'],['good -up'],"['well', 'packaged', 'recommend']",well packaged recommend
A** E**|22 Mayıs 2021|Kasımoğlu züccaciye Aş satıcısından alındı.,Kırılmadan bana ulaştı paketleme çok güzel. Bardak boyutları da ideal. Emeğinize sağlık 🌸,['iyipaketleme'],28,The packaging reached me without breaking. The glass sizes are also ideal. Health for your labor 🌸,['good -up'],['good -up'],"['packaging', 'reached', 'without', 'breaking', 'glass', 'size', 'also', 'ideal', 'health', 'labor']",packaging reached without breaking glass size also ideal health labor
Esra Toker|17 Mayıs 2021|ALDINALDIN satıcısından alındı.,çık güzel ama paketleme sıkıntılı 2 adet kırık geldi,"['iyipaketleme','kırıkgeldi']",28,exit nice but packaging is troubled 2 broken,"['good -up', 'broken']","['good -up', 'broken']","['exit', 'nice', 'packaging', 'troubled', 'broken']",exit nice packaging troubled broken
**** ****|5 Mayıs 2021|TEMİZLİKŞEHRİ satıcısından alındı.,çok iyi paketlenmişti ve hiç biri zarar görmemişti. teşekkürler.,['iyipaketleme'],28,It was packaged very well and none of them had been damaged. thanks.,['good -up'],['good -up'],"['packaged', 'well', 'none', 'damaged', 'thanks']",packaged well none damaged thanks
H** T**|24 Nisan 2021|DEPPO OUTLET satıcısından alındı.,Paketleme güzeldi günlük kullanım için uygun,"['iyipaketleme','günlükkullanım']",28,Packaging was nice suitable for daily use,"['good -up', 'Daily Office']","['good -up', 'Daily Office']","['packaging', 'nice', 'suitable', 'daily', 'use']",packaging nice suitable daily use
**** ****|23 Nisan 2021|billhom satıcısından alındı.,"paketleme guzel, urun de cok guzeldi teşekkürler, hızlı da geldi","['iyipaketleme','ürüngüzel','hızlıteslimat']",28,"Packaging is nice, the product was very nice, thanks, it came quickly","['good -up', 'Product', 'Speedeslimat']","['good -up', 'Product', 'Speedeslimat']","['packaging', 'nice', 'product', 'nice', 'thanks', 'came', 'quickly']",packaging nice product nice thanks came quickly
**** ****-Elite Üye|14 Nisan 2021|billhom satıcısından alındı.,54 TL ye aldım. Bu kadar şık olması beni şaşırttı. Paketleme çok güzel. Çizik yok,['iyipaketleme'],28,I bought it for 54 TL. I was surprised to be so stylish. Packaging is very nice. No scratches,['good -up'],['good -up'],"['bought', 'surprised', 'stylish', 'packaging', 'nice', 'scratch']",bought surprised stylish packaging nice scratch
**** ****|13 Nisan 2021|Özdantel Çeyiz satıcısından alındı.,çok güzel paketlenmiş teşekkür ederim Trendyol 🙏🙏beklediğimden çok güzel geldi sağlam geldi,"['iyipaketleme','sağlamgeldi']",28,"Thank you very well, thank you trendyol 🙏🙏 It came very nice because it came, it came solid","['good -up', 'firmly']","['good -up', 'firmly']","['thank', 'well', 'thank', 'trendyol', 'came', 'nice', 'came', 'came', 'solid']",thank well thank trendyol came nice came came solid
turgay yılmaz|12 Nisan 2021|Çağdaş Toptan satıcısından alındı.,hızlı kargo güzel paketlenmis ürünler begendim,"['iyipaketleme','hızlıteslimat']",28,Fast Shipping Beautifully Packed Products,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['fast', 'shipping', 'beautifully', 'packed', 'product']",fast shipping beautifully packed product
Esma Ölçen|10 Nisan 2021|billhom satıcısından alındı.,hızlı ve kırıksız ulaştı elime çok güzel paketlenmis,['iyipaketleme'],28,It reached quickly and without broken,['good -up'],['good -up'],"['reached', 'quickly', 'without', 'broken']",reached quickly without broken
**** ****|6 Nisan 2021|billhom satıcısından alındı.,bardaklar gayet kaliteli ve güzel paketlenmiş,"['iyipaketleme','kaliteliürün']",28,Cups are very high quality and beautifully packaged,"['good -up', 'your quality']","['good -up', 'your quality']","['cup', 'high', 'quality', 'beautifully', 'packaged']",cup high quality beautifully packaged
N** T**|30 Mart 2021|billhom satıcısından alındı.,çok severek günlük kullanıyorum paketleme çok özenliydi cok memnunum,['iyipaketleme'],28,"I use it very fondly, the packaging was very careful, I am very satisfied",['good -up'],['good -up'],"['use', 'fondly', 'packaging', 'careful', 'satisfied']",use fondly packaging careful satisfied
M** E** B**|25 Mart 2021|YILMAZLAR SEPET satıcısından alındı.,paketlemesi cok iyiydi. hic kirik yoktu. ve gercekten fiyat performans ürünü mutlaka alinmali,['iyipaketleme'],28,It was very good to pack. There was no dirik. And really the price performance product must be purchased,['good -up'],['good -up'],"['good', 'pack', 'dirik', 'really', 'price', 'performance', 'product', 'must', 'purchased']",good pack dirik really price performance product must purchased
**** ****|24 Mart 2021|YILMAZLAR SEPET satıcısından alındı.,Ürünüm kırık geldiği için geri gönderdim ama güzel paketlenmiş,['iyipaketleme'],28,"I sent it back because my product was broken, but well packaged",['good -up'],['good -up'],"['sent', 'back', 'product', 'broken', 'well', 'packaged']",sent back product broken well packaged
**** ****|12 Mart 2021|billhom satıcısından alındı.,hızlı kargo güzel paketleme hiç kırık yok,"['iyipaketleme','hızlıteslimat']",28,Fast shipping beautiful packaging no broken,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['fast', 'shipping', 'beautiful', 'packaging', 'broken']",fast shipping beautiful packaging broken
H** İ**|9 Mart 2021|billhom satıcısından alındı.,beklediğimden güzel geldi. çok güzel paketlenmişti.,['iyipaketleme'],28,It sounded good than I expected. It was packaged very well.,['good -up'],['good -up'],"['sounded', 'good', 'expected', 'packaged', 'well']",sounded good expected packaged well
Ö** A**|28 Şubat 2021|billhom satıcısından alındı.,Günlük kullanım için gayet güzel bardaklar. ayrıca çok güzel paketlenmişti,"['iyipaketleme','günlükkullanım']",28,Very nice glasses for daily use. It was also packaged very well,"['good -up', 'Daily Office']","['good -up', 'Daily Office']","['nice', 'glass', 'daily', 'use', 'also', 'packaged', 'well']",nice glass daily use also packaged well
**** ****|28 Şubat 2021|ALDINALDIN satıcısından alındı.,bardaklar güzel. cok da güzel paketlenmiş,['iyipaketleme'],28,The glasses are beautiful. very well packaged,['good -up'],['good -up'],"['glass', 'beautiful', 'well', 'packaged']",glass beautiful well packaged
H** Ç**|25 Şubat 2021|Nehan züccaciye gıda pazarlama ve ticare satıcısından alındı.,ürünün fiyatı uygun paketleme güzel ama bardaklar ince geldi gözüme,"['iyipaketleme','uygunfiyat']",28,"The price of the product is suitable packaging nice, but the glasses came to my eye","['good -up', 'convenience']","['good -up', 'convenience']","['price', 'product', 'suitable', 'packaging', 'nice', 'glass', 'came', 'eye']",price product suitable packaging nice glass came eye
s** Ç**-Elite Üye|25 Şubat 2021|Buka Home satıcısından alındı.,Ürün elime ulaştı.Paketlemesi çok iyi tavsiye ederim,['iyipaketleme'],28,The product has reached my hand.,['good -up'],['good -up'],"['product', 'reached', 'hand']",product reached hand
D** B**|18 Şubat 2021|billhom satıcısından alındı.,"Çok güzel paketlenmiş şekilde geldi, çok memnun kaldım","['iyipaketleme','ürüngüzel']",28,"It came very well packaged, I was very pleased","['good -up', 'Product']","['good -up', 'Product']","['came', 'well', 'packaged', 'pleased']",came well packaged pleased
merve umut|15 Şubat 2021|YILMAZLAR SEPET satıcısından alındı.,Anneme aldım hasarsız gitmiş güzel paketleme,['iyipaketleme'],28,"I bought it to my mother, beautiful packaging",['good -up'],['good -up'],"['bought', 'mother', 'beautiful', 'packaging']",bought mother beautiful packaging
WALAA AKIL|15 Şubat 2021|evimegeldi_01 satıcısından alındı.,harika ...çok şik ..fiyat olarak uygun...guzel paketlenmiş,['iyipaketleme'],28,Great ... Very fixed .. Suitable in terms ... Beautifully packaged,['good -up'],['good -up'],"['great', 'fixed', 'suitable', 'term', 'beautifully', 'packaged']",great fixed suitable term beautifully packaged
H** B**|13 Şubat 2021|billhom satıcısından alındı.,çok beğendim çok güzel paketleme harikaydı sorumsuz elime ulaştı,['iyipaketleme'],28,"I liked it very much, very nice packaging was great, I reached irresponsible hand",['good -up'],['good -up'],"['liked', 'much', 'nice', 'packaging', 'great', 'reached', 'irresponsible', 'hand']",liked much nice packaging great reached irresponsible hand
m** k**|11 Şubat 2021|billhom satıcısından alındı.,Sevimli gayet kaliteli. paketleme özenle yapılmış tek tek sarılmış bardaklar teşekkür ederim .😊,['iyipaketleme'],28,"Cute is very good quality. Packaging Careful Song Human Cups, thank you .😊",['good -up'],['good -up'],"['cute', 'good', 'quality', 'packaging', 'careful', 'song', 'human', 'cup', 'thank']",cute good quality packaging careful song human cup thank
İ** Z**|11 Şubat 2021|billhom satıcısından alındı.,Paketleme çok güzel bardakların boyutları çok iyi,['iyipaketleme'],28,Packaging is very nice glasses are very good,['good -up'],['good -up'],"['packaging', 'nice', 'glass', 'good']",packaging nice glass good
pınar öztürk|9 Şubat 2021|billhom satıcısından alındı.,çok şık.ustelik paketleme çok iyi.zor açtım.tesekkurler,['iyipaketleme'],28,very stylish.,['good -up'],['good -up'],['stylish'],stylish
Bahar Yılmaz|6 Şubat 2021|billhom satıcısından alındı.,Bardaklar gayet kibardı paketlemesi çok güzeldi kırıksız teslim aldım satıcı firmaya teşekkürler,['iyipaketleme'],28,The cups were very polite.,['good -up'],['good -up'],"['cup', 'polite']",cup polite
N** U**|6 Şubat 2021|billhom satıcısından alındı.,Eksiksiz ve sapasağlam geldi. Çok güzel paketlenmişti.,"['iyipaketleme','sağlamgeldi']",28,It came complete and intact. It was packaged very well.,"['good -up', 'firmly']","['good -up', 'firmly']","['came', 'complete', 'intact', 'packaged', 'well']",came complete intact packaged well
**** ****|6 Şubat 2021|billhom satıcısından alındı.,Çok güzel paketlenmişti. Bardaklar sade ve şık beğendim,['iyipaketleme'],28,It was packaged very well. Cups I like simple and stylish,['good -up'],['good -up'],"['packaged', 'well', 'cup', 'like', 'simple', 'stylish']",packaged well cup like simple stylish
**** ****|2 Şubat 2021|HLC HOME satıcısından alındı.,ürün güzel paketleme güzel teslimat aksamadi. teşekkür ederim.,"['iyipaketleme','ürüngüzel']",28,Product Beautiful Packaging Beautiful Delivery Fall. Thank you.,"['good -up', 'Product']","['good -up', 'Product']","['product', 'beautiful', 'packaging', 'beautiful', 'delivery', 'fall', 'thank']",product beautiful packaging beautiful delivery fall thank
**** ****|2 Şubat 2021|YILMAZLAR SEPET satıcısından alındı.,Ürün çok güzel paketlenmişti bardaklar harika,"['iyipaketleme','ürüngüzel']",28,"The product was very nicely packaged, the glasses were great","['good -up', 'Product']","['good -up', 'Product']","['product', 'nicely', 'packaged', 'glass', 'great']",product nicely packaged glass great
gülçin biçer|1 Şubat 2021|billhom satıcısından alındı.,harika bir paketleme beklediğim gibi hiç sorunsuz elime ulaştı teşekkürler,['iyipaketleme'],28,"As I expected a great packaging, I reached my hand without any problems thanks thanks",['good -up'],['good -up'],"['expected', 'great', 'packaging', 'reached', 'hand', 'without', 'problem', 'thanks', 'thanks']",expected great packaging reached hand without problem thanks thanks
m** a** k**|1 Şubat 2021|HLC HOME satıcısından alındı.,kuponla alınca cok daha uyguna geldi. ürünler gayet şık. paketleme güzeldi,['iyipaketleme'],28,"When he bought it with the coupon, it came much more appropriate. The products are very stylish. Packaging was nice",['good -up'],['good -up'],"['bought', 'coupon', 'came', 'much', 'appropriate', 'product', 'stylish', 'packaging', 'nice']",bought coupon came much appropriate product stylish packaging nice
N** t**|27 Ocak 2021|billhom satıcısından alındı.,çok güzel çok kaliteli çok güzel paketlenmiş hiç biri kırılmamıştı,"['iyipaketleme','kaliteliürün']",28,very nice very good quality very beautifully packaged none of them were broken,"['good -up', 'your quality']","['good -up', 'your quality']","['nice', 'good', 'quality', 'beautifully', 'packaged', 'none', 'broken']",nice good quality beautifully packaged none broken
**** ****|22 Ocak 2021|billhom satıcısından alındı.,Beklediğimden çok iyi geldi camı kalın ve çok güzel paketlenmişti,['iyipaketleme'],28,"It was very good than I expected, the glass was thick and very well packaged",['good -up'],['good -up'],"['good', 'expected', 'glass', 'thick', 'well', 'packaged']",good expected glass thick well packaged
p** m**|22 Ocak 2021|zucciko satıcısından alındı.,çok güzel paketleme de harika sorunsuz geldi 2 gün içinde beğenerek kullanacağım inş,['iyipaketleme'],28,"Very nice packaging also came great smoothly, I will use it in 2 days.",['good -up'],['good -up'],"['nice', 'packaging', 'also', 'came', 'great', 'smoothly', 'use', 'day']",nice packaging also came great smoothly use day
**** ****|21 Ocak 2021|billhom satıcısından alındı.,Ürünler çok güzel ve çokta güzel paketlenmiş şaşırdım doğrusu aynı setten tekrar alıcam,['iyipaketleme'],28,"The products are very nice and I was surprised very well packed, I will buy it again from the same set",['good -up'],['good -up'],"['product', 'nice', 'surprised', 'well', 'packed', 'buy', 'set']",product nice surprised well packed buy set
**** ****|20 Ocak 2021|YILMAZLAR SEPET satıcısından alındı.,İnanılmaz hızlı geldi. Paketleme süper herkese tavsiye .,"['iyipaketleme','hızlıteslimat']",28,It came incredibly fast. Packaging super advice to everyone.,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['came', 'incredibly', 'fast', 'packaging', 'super', 'advice', 'everyone']",came incredibly fast packaging super advice everyone
**** ****|20 Ocak 2021|billhom satıcısından alındı.,Çok güzel paketleme özenli kırığı çatlağı yok. 👍🏻,['iyipaketleme'],28,There is no very nice packaging attentive fracture crack. 👍🏻,['good -up'],['good -up'],"['nice', 'packaging', 'attentive', 'fracture', 'crack']",nice packaging attentive fracture crack
v** s**|18 Ocak 2021|billhom satıcısından alındı.,hizlı kargo paketleme özenli bardaklar şahane daha ne olsun,"['iyipaketleme','hızlıteslimat']",28,fast cargo packaging attentive cups are wonderful what more,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['fast', 'cargo', 'packaging', 'attentive', 'cup', 'wonderful']",fast cargo packaging attentive cup wonderful
Melisa Koç|15 Ocak 2021|MODDA AVM satıcısından alındı.,Kesinlikle alınması gereken bir ürün alıp çeyizime koydum çok güzel paketlenmişti,['iyipaketleme'],28,"I definitely took a product that should be bought and put it in my dowry, it was very nicely packaged",['good -up'],['good -up'],"['definitely', 'took', 'product', 'bought', 'put', 'dowry', 'nicely', 'packaged']",definitely took product bought put dowry nicely packaged
m** y**|15 Ocak 2021|billhom satıcısından alındı.,"Paketleme çok iyiydi, ürün de güzel, ben çok memnunum tavsiye ederim..","['iyipaketleme','ürüngüzel']",28,"The packaging was very good, the product is also beautiful, I am very satisfied, I recommend it ..","['good -up', 'Product']","['good -up', 'Product']","['packaging', 'good', 'product', 'also', 'beautiful', 'satisfied', 'recommend']",packaging good product also beautiful satisfied recommend
**** ****|14 Ocak 2021|ALDINALDIN satıcısından alındı.,Paketleme harikaydı ürünüm kırılmadan elime ulaştı gayet uygun fiyata aldım memnunu,['iyipaketleme'],28,"The packaging was great, my product reached my hand without breaking, I bought it at a very affordable price.",['good -up'],['good -up'],"['packaging', 'great', 'product', 'reached', 'hand', 'without', 'breaking', 'bought', 'affordable', 'price']",packaging great product reached hand without breaking bought affordable price
M** B**|14 Ocak 2021|hepsitemada satıcısından alındı.,Bardaklar çok güzel paketlenmiş hepsine bayıldım teşekkür ederim 😍,['iyipaketleme'],28,"The cups are very nicely packaged, I love them all, thank you 😍",['good -up'],['good -up'],"['cup', 'nicely', 'packaged', 'love', 'thank']",cup nicely packaged love thank
G** D**|9 Ocak 2021|YILMAZLAR SEPET satıcısından alındı.,Ürünler sade ve şık hızlı teslimat ve özenli paketleme içinde teşekkür ederim 👍,"['iyipaketleme','hızlıteslimat']",28,Products Simple and Stylish Speed ​​Delivery and Careful Packaging Thank you 👍,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['product', 'simple', 'stylish', 'speed', 'delivery', 'careful', 'packaging', 'thank']",product simple stylish speed delivery careful packaging thank
**** ****|9 Ocak 2021|billhom satıcısından alındı.,Çok beğendim paketleme de çok iyi yapılmıştı,['iyipaketleme'],28,"I liked it very much, packaging was also very well made",['good -up'],['good -up'],"['liked', 'much', 'packaging', 'also', 'well', 'made']",liked much packaging also well made
**** ****|7 Ocak 2021|YILMAZLAR SEPET satıcısından alındı.,Cok beğendim kirilmadan geldi Güzel paketlenmis almanizi tavsiye ederim 🖒🖒,['iyipaketleme'],28,"I like it very much, it came without being broken, I recommend you to get it beautifully packaged 🖒🖒",['good -up'],['good -up'],"['like', 'much', 'came', 'without', 'broken', 'recommend', 'get', 'beautifully', 'packaged']",like much came without broken recommend get beautifully packaged
İ** F** B**|29 Aralık 2020|ALİNA ZÜCCACİYE satıcısından alındı.,"Urun resimde ki gibi elime ulasti.Ozenli paketleme, tesekkurler.",['iyipaketleme'],28,"As in the picture of the product, my hand reached my hand.",['good -up'],['good -up'],"['picture', 'product', 'hand', 'reached', 'hand']",picture product hand reached hand
**** ****|27 Aralık 2020|çaglayan züccaciye satıcısından alındı.,Ürün çok güzel ve paketleme harika çok hızlı kargolandı ve hemen geldi,"['iyipaketleme','ürüngüzel','hızlıteslimat']",28,The product is very nice and the packaging is great very quickly shipped and came immediately,"['good -up', 'Product', 'Speedeslimat']","['good -up', 'Product', 'Speedeslimat']","['product', 'nice', 'packaging', 'great', 'quickly', 'shipped', 'came', 'immediately']",product nice packaging great quickly shipped came immediately
**** ****|21 Aralık 2020|H&K OYUNCAK VE ZÜCCACİYE satıcısından alındı.,Çok kaliteli çok güzel paketleme teşekkür,"['iyipaketleme','kaliteliürün']",28,Very quality very nice packaging thanks,"['good -up', 'your quality']","['good -up', 'your quality']","['quality', 'nice', 'packaging', 'thanks']",quality nice packaging thanks
**** ****|17 Aralık 2020|Favora satıcısından alındı.,Özenli paketleme ve hediyeniz için teşekkurler :),['iyipaketleme'],28,Thank you for careful packaging and gift :),['good -up'],['good -up'],"['thank', 'careful', 'packaging', 'gift']",thank careful packaging gift
A** i**|14 Aralık 2020|Favora satıcısından alındı.,gercekten hizli kargo guzel paketleme fiyat zaten muazzam urundw gayet kaliteli,"['iyipaketleme','hızlıteslimat']",28,really fast cargo beautiful packaging price is already tremendous urundw very high quality,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['really', 'fast', 'cargo', 'beautiful', 'packaging', 'price', 'already', 'tremendous', 'urundw', 'high', 'quality']",really fast cargo beautiful packaging price already tremendous urundw high quality
E** V**-Elite Üye|12 Aralık 2020|Favora satıcısından alındı.,Paketleme çok iyi ürün göründüğü gibi ve küçük bir hediye göndermişler teşekkürler,"['iyipaketleme','ürüngüzel']",28,Packaging is very good product as it appears and they sent a small gift thanks,"['good -up', 'Product']","['good -up', 'Product']","['packaging', 'good', 'product', 'appears', 'sent', 'small', 'gift', 'thanks']",packaging good product appears sent small gift thanks
z** a**|8 Aralık 2020|billhom satıcısından alındı.,Paketleme çok özenliydi satıcıya teşekkür ederim,['iyipaketleme'],28,Packaging was very careful thank you to the seller,['good -up'],['good -up'],"['packaging', 'careful', 'thank', 'seller']",packaging careful thank seller
Aysel Göl|2 Aralık 2020|billhom satıcısından alındı.,paketleme çok güzeldi.ürün göründüğü gibi geldi çok beğendim.,['iyipaketleme'],28,The packaging was very nice.,['good -up'],['good -up'],"['packaging', 'nice']",packaging nice
S** A**|2 Aralık 2020|Kitchen Crazy satıcısından alındı.,Paketlemesi çok güzel yapılmıştı kısa süre de elime ulaştı alıcaklara tavsiye ederim,['iyipaketleme'],28,"The packaging was very well made, I also received it for a short time.",['good -up'],['good -up'],"['packaging', 'well', 'made', 'also', 'received', 'short', 'time']",packaging well made also received short time
M** i**|29 Kasım 2020|ALDINALDIN satıcısından alındı.,paketlenmesi çok iyi. biraz geç gönderim yaptılar.cok tatlı .bardaklarimi çok sevdim,['iyipaketleme'],28,Package is very good. They made a little late.,['good -up'],['good -up'],"['package', 'good', 'made', 'little', 'late']",package good made little late
**** ****|27 Kasım 2020|Merve Home satıcısından alındı.,Göründüğü gibi geldi çokta sağlam paketlenmiş teşekkürler,['iyipaketleme'],28,It came as it looks like it was very firmly packaged thanks,['good -up'],['good -up'],"['came', 'look', 'like', 'firmly', 'packaged', 'thanks']",came look like firmly packaged thanks
**** ****|22 Kasım 2020|EGE STORE ONLİNE SATIŞ MAĞAZASI satıcısından alındı.,bayildiiimm paketleme çok özenli teşekkür ederim,['iyipaketleme'],28,"my fainting, my packaging is very careful, thank you",['good -up'],['good -up'],"['fainting', 'packaging', 'careful', 'thank']",fainting packaging careful thank
Merve Doğan|18 Kasım 2020|ALDINALDIN satıcısından alındı.,"Güzel , paketleme de üründe gayet iyiydi .Teşekkürler",['iyipaketleme'],28,"Nice, packaging was also fine in the product. Thanks",['good -up'],['good -up'],"['nice', 'packaging', 'also', 'fine', 'product', 'thanks']",nice packaging also fine product thanks
**** ****|17 Kasım 2020|ALDINALDIN satıcısından alındı.,"Üç ayrı boy, çok kaliteli ürün. paketleme de gayet güzeldi.","['iyipaketleme','kaliteliürün']",28,"Three different sizes, very high quality product. The packaging was also fine.","['good -up', 'your quality']","['good -up', 'your quality']","['three', 'different', 'size', 'high', 'quality', 'product', 'packaging', 'also', 'fine']",three different size high quality product packaging also fine
F** K**|9 Kasım 2020|ALDINALDIN satıcısından alındı.,Ürün harika tam beklediğim gibi ve paketleme mükemmel,['iyipaketleme'],28,The product is great exactly as I expected and the packaging is perfect,['good -up'],['good -up'],"['product', 'great', 'exactly', 'expected', 'packaging', 'perfect']",product great exactly expected packaging perfect
